name,price,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,brand,has_integrated_graphics,socket,price_is_predicted
Intel Pentium G4620,90.36858194962136,2,3.7,3.7,Kaby Lake,51,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Core i3-7320,86.50098528599796,2,4.1,4.1,Kaby Lake,51,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Pentium G4600,169.95,2,3.6,3.6,Kaby Lake,51,Intel HD Graphics 630,Intel,True,LGA1151,False
Intel Pentium G4600T,58.238855464195524,2,3.0,3.0,Kaby Lake,35,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Core i5-7400T,96.4071256442532,4,2.4,3.0,Kaby Lake,35,Intel HD Graphics 630,Intel,True,LGA1151,True
AMD A8-7670K,116.98614818944971,4,3.6,3.9,Steamroller,95,Radeon R7 (on-die),AMD,True,FM2+,True
Intel Xeon E5-2420V2,160.60629412705384,6,2.2,2.7,Ivy Bridge,80,,Intel,False,LGA1155,True
AMD A6-9550,72.38076839351906,2,3.8,4.0,Excavator,65,Radeon R5 (on die),AMD,True,FM2+,True
Intel Core i7-870S,117.0293079269416,4,2.667,2.667,Nehalem,82,,Intel,False,LGA1156,True
Intel Pentium Gold G5500T,86.71144285211568,2,3.2,3.2,Coffee Lake,35,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Xeon E5-2660,148.50742498951777,8,2.2,3.0,Sandy Bridge,95,,Intel,False,LGA1155,True
Intel Xeon E-2146G,537.5631168475009,6,3.5,4.5,Coffee Lake,80,Intel HD Graphics P630,Intel,True,LGA1151,True
Intel Xeon E-2136,511.5305701452581,6,3.3,4.5,Coffee Lake,80,,Intel,False,LGA1151,True
Intel Xeon E-2134,421.28101979409195,4,3.5,4.5,Coffee Lake,71,,Intel,False,LGA1151,True
Intel Celeron G5925,77.97255353917129,2,3.6,3.6,Comet Lake,58,Intel UHD Graphics 610,Intel,True,LGA1200,True
Intel Core i3-10305,150.4654731335693,4,3.8,4.5,Comet Lake,65,Intel UHD Graphics 630,Intel,True,LGA1200,True
Intel Core i5-4670T,86.39968233055322,4,2.3,2.3,Haswell,45,Intel HD Graphics 4600,Intel,True,LGA1150,True
Intel Celeron G3950,64.97,2,3.0,3.0,Kaby Lake,51,Intel HD Graphics 610,Intel,True,LGA1151,False
AMD Athlon II X2 255,49.56881661775582,2,3.1,3.1,K10,65,,AMD,False,AM3,True
AMD Athlon II X3 435,36.321625913542576,3,2.9,2.9,K10,95,,AMD,False,AM3,True
AMD Phenom II X2 545,60.523455141564924,2,3.0,3.0,K10,80,,AMD,False,AM3,True
AMD Athlon II X4 635,58.24602022243285,4,2.9,2.9,K10,95,,AMD,False,AM3,True
AMD Athlon II X3 400e,94.04711947501451,3,2.2,2.2,K10,45,,AMD,False,AM3,True
AMD Athlon II X3 405e,94.04711947501451,3,2.3,2.3,K10,45,,AMD,False,AM3,True
AMD Athlon II X3 415e,108.11109604546812,3,2.5,2.5,K10,45,,AMD,False,AM3,True
AMD Athlon II X4 600e,62.76282840265796,4,2.2,2.2,K10,45,,AMD,False,AM3,True
AMD Phenom II X3 740 Black,48.661496958732016,3,3.0,3.0,K10,95,,AMD,False,AM3,True
AMD Phenom II X4 965 Black (140W),136.63052979159224,4,3.4,3.4,K10,140,,AMD,False,AM3,True
Intel Celeron E1500,64.39949622824575,2,2.2,2.2,Core,65,,Intel,False,LGA775,True
Intel Celeron E1600,61.3806988272432,2,2.4,2.4,Core,65,,Intel,False,LGA775,True
Intel Celeron E3200,64.485599471583,2,2.4,2.4,Wolfdale,65,,Intel,False,LGA775,True
Intel Celeron E3300,74.1754032421492,2,2.5,2.5,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E4400,64.39949622824575,2,2.0,2.0,Core,65,,Intel,False,LGA775,True
Intel Core 2 Duo E4600,98.95,2,2.4,2.4,Core,65,,Intel,False,LGA775,False
Intel Core 2 Duo E7300,74.17496606424226,2,2.66,2.66,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E7500,78.3911471027407,2,2.93,2.93,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E8200,74.17496606424226,2,2.66,2.66,Wolfdale,65,,Intel,False,LGA775,True
Intel Core i5-750S,116.63958657668282,4,2.4,2.4,Nehalem,82,,Intel,False,LGA1156,True
Intel Core i7-860S,134.04653587205033,4,2.53,2.53,Nehalem,82,,Intel,False,LGA1156,True
Intel Core 2 Quad Q8200S,107.70532173448294,4,2.33,2.33,Yorkfield,65,,Intel,False,LGA775,True
Intel Core 2 Quad Q8400,100.3282950047389,4,2.66,2.66,Yorkfield,95,,Intel,False,LGA775,True
Intel Core 2 Quad Q9450,100.3282950047389,4,2.66,2.66,Yorkfield,95,,Intel,False,LGA775,True
Intel Core 2 Quad Q9505,115.03424307493023,4,2.83,2.83,Yorkfield,95,,Intel,False,LGA775,True
Intel Core 2 Quad Q9550,115.03424307493023,4,2.83,2.83,Yorkfield,95,,Intel,False,LGA775,True
AMD Phenom II X2 560 Black,101.18683429587352,2,3.3,3.3,K10,80,,AMD,False,AM3,True
AMD Phenom II X4 975,123.8945683220787,4,3.6,3.6,K10,125,,AMD,False,AM3,True
AMD Athlon II X3 460,80.61240275585166,3,3.4,3.4,K10,95,,AMD,False,AM3,True
AMD Athlon II X3 440,48.661496958732016,3,3.0,3.0,K10,95,,AMD,False,AM3,True
Intel Core i3-2105,64.26007722012874,2,3.1,3.1,Sandy Bridge,65,Intel HD Graphics 3000,Intel,True,LGA1155,True
AMD FX-6100,102.64095818759483,6,3.3,3.3,Bulldozer,95,,AMD,False,FM2,True
Intel Pentium G630T,53.78883321341154,2,2.3,2.3,Sandy Bridge,35,Intel HD Graphics,Intel,True,LGA1155,True
Intel Core i5-2380P,110.16279633376638,4,3.1,3.1,Sandy Bridge,95,,Intel,False,LGA1155,True
Intel Core i5-2450P,175.24299950256557,4,3.2,3.2,Sandy Bridge,95,,Intel,False,LGA1155,True
Intel Pentium G550,53.16209924182555,2,2.6,2.6,Sandy Bridge,65,Intel HD Graphics,Intel,True,LGA1155,True
Intel Celeron G555,43.96675352655546,2,2.7,2.7,Sandy Bridge,65,Intel HD Graphics,Intel,True,LGA1155,True
AMD Athlon II X4 651K,93.33715646672053,4,3.0,3.0,Lynx,100,,AMD,False,LGA1156,True
Intel Pentium G2130,86.60100207793548,2,3.2,3.2,Ivy Bridge,55,Intel HD Graphics,Intel,True,LGA1155,True
Intel Pentium G3430,77.67917170652612,2,3.3,3.3,Haswell,54,Intel HD Graphics,Intel,True,LGA1150,True
AMD A10-6790K,134.345353209789,4,4.0,4.3,Piledriver,100,Radeon HD 8670D,AMD,True,FM2+,True
Intel Celeron G1630,46.614832500921324,2,2.8,2.8,Ivy Bridge,55,Intel HD Graphics,Intel,True,LGA1155,True
Intel Pentium G2140,86.60100207793548,2,3.3,3.3,Ivy Bridge,55,Intel HD Graphics,Intel,True,LGA1155,True
Intel Xeon E5-2609 V2,121.61221072506483,4,2.5,2.5,Ivy Bridge,80,,Intel,False,LGA1155,True
Intel Celeron G1850,48.60834741553925,2,2.9,2.9,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,True
AMD Sempron X2 190,108.11109604546812,2,2.5,2.5,K10,45,,AMD,False,AM3,True
AMD A10-7700K,125.59595925922292,4,3.4,3.8,Steamroller,95,Radeon R7 (on-die),AMD,True,FM2+,True
AMD A4-6300,69.66057103374844,2,3.7,3.9,Piledriver,65,Radeon HD 8370D,AMD,True,FM2+,True
AMD FX-4320,121.08723434836895,4,4.0,4.2,Piledriver,95,,AMD,False,FM2+,True
AMD A8-7600,94.73498116582228,4,3.1,3.8,Steamroller,65,Radeon R7 (on-die),AMD,True,FM2+,True
AMD Athlon X4 530,62.76282840265796,4,2.0,2.0,Jaguar,25,,AMD,False,AM1,True
AMD Athlon X4 550,62.76282840265796,4,2.2,2.2,Jaguar,25,,AMD,False,AM1,True
AMD Pro A8-7600B,94.73498116582228,4,3.1,3.8,Steamroller,65,Radeon R7 (on-die),AMD,True,FM2+,True
AMD Pro A6-7400B,71.49063207355742,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),AMD,True,FM2+,True
AMD Athlon X2 350,69.66057103374844,2,3.5,3.9,Piledriver,65,,AMD,False,FM2+,True
AMD Sempron X2 250,71.73277076895282,2,3.2,3.6,Piledriver,65,,AMD,False,FM2+,True
Intel Pentium G3460,125.0,2,3.5,3.5,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,False
Intel Pentium G3460,79.42499760791537,2,3.5,3.5,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,True
AMD Phenom II X6 1065T,90.21912342454903,6,2.7,2.7,K10,95,,AMD,False,AM3,True
Intel Xeon E5-2603 V2,115.94966121933139,4,1.8,1.8,Ivy Bridge,80,,Intel,False,LGA1155,True
Intel Pentium G3470,80.83811029598047,2,3.6,3.6,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,True
Intel Core i3-6300,82.82252252014896,2,3.8,3.8,Skylake,51,Intel HD Graphics 530,Intel,True,LGA1151,True
Intel Core i5-6600T,157.92101813362686,4,2.7,3.5,Skylake,35,Intel HD Graphics 530,Intel,True,LGA1151,True
Intel Xeon E3-1220 V5,222.61053478539347,4,3.0,3.5,Skylake,80,,Intel,False,LGA1151,True
Intel Xeon E3-1280 V5,319.08665378346603,4,3.7,4.0,Skylake,80,,Intel,False,LGA1151,True
AMD A6-7470K,71.49063207355742,2,3.7,4.0,Steamroller,65,Radeon R5 (on die),AMD,True,FM2+,True
Intel Core i7-6800K,219.05512361003827,6,3.4,3.6,Broadwell,140,,Intel,False,LGA1150,True
Intel Xeon E5-1620 V4,198.19050371109586,4,3.5,3.8,Broadwell,140,,Intel,False,LGA1150,True
Intel Celeron G3950,59.14038457319707,2,3.0,3.0,Kaby Lake,51,Intel HD Graphics 610,Intel,True,LGA1151,True
Intel Pentium G4560T,45.96903448439957,2,2.9,2.9,Kaby Lake,35,Intel HD Graphics 610,Intel,True,LGA1151,True
Intel Core i3-7101TE,76.27495784849305,2,3.4,3.4,Kaby Lake,35,Intel HD Graphics 610,Intel,True,LGA1151,True
Intel Core i3-7100T,76.27495784849305,2,3.4,3.4,Kaby Lake,35,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Core i5-7500T,125.85718630562627,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Core i7-7820X,440.31096679159526,8,3.6,4.5,Skylake,140,,Intel,False,LGA1151,True
Intel Core i7-7740X,254.19971194768124,4,4.3,4.5,Kaby Lake,112,,Intel,False,LGA1151,True
Intel Core i5-7640X,219.2485265690355,4,4.0,4.2,Kaby Lake,112,,Intel,False,LGA1151,True
Intel Xeon E5-2430V2,198.31977332891327,6,2.5,3.0,Ivy Bridge,80,,Intel,False,LGA1155,True
Intel Xeon E5-2440V2,96.53854058674409,8,1.9,2.4,Ivy Bridge,95,,Intel,False,LGA1155,True
Intel Xeon E3-1270 V6,346.48129589941436,4,3.8,4.2,Kaby Lake,72,,Intel,False,LGA1151,True
AMD Athlon X4 940,90.14727537136937,4,3.2,3.6,Excavator,65,,AMD,False,FM2+,True
Intel Celeron G4920,84.75238310275533,2,3.2,3.2,Coffee Lake,65,Intel UHD Graphics 610,Intel,True,LGA1151,True
Intel Xeon E-2274G,691.4062959243281,4,4.0,4.9,Coffee Lake Refresh,83,Intel HD Graphics P630,Intel,True,LGA1151,True
Intel Xeon E-2124G,400.8692054210457,4,3.4,4.5,Coffee Lake,71,Intel HD Graphics P630,Intel,True,LGA1151,True
Intel Pentium G3420,77.67917170652612,2,3.2,3.2,Haswell,54,Intel HD Graphics,Intel,True,LGA1150,True
Intel Pentium Gold G6600,115.60144313208986,2,4.2,4.2,Comet Lake,58,Intel UHD Graphics 630,Intel,True,LGA1200,True
AMD Athlon II X2 240,38.30025295341373,2,2.8,2.8,K10,65,,AMD,False,AM3,True
AMD Athlon II X3 425,33.54312795668142,3,2.7,2.7,K10,95,,AMD,False,AM3,True
Intel Celeron 430,68.42288910027204,1,1.8,1.8,Core,35,,Intel,False,LGA775,True
Intel Celeron 440,64.57475657324494,1,2.0,2.0,Core,35,,Intel,False,LGA775,True
Intel Celeron 450,64.57475657324494,1,2.2,2.2,Core,35,,Intel,False,LGA775,True
AMD Athlon II X4 630,55.686949021080224,4,2.8,2.8,K10,95,,AMD,False,AM3,True
AMD Phenom II X3 710,82.40145697490576,3,2.6,2.6,K10,95,,AMD,False,AM3,True
AMD Phenom II X4 805,61.74135245406108,4,2.5,2.5,K10,95,,AMD,False,AM3,True
AMD Phenom II X4 810,55.01041359877246,4,2.6,2.6,K10,95,,AMD,False,AM3,True
AMD Phenom II X4 910,55.01041359877246,4,2.6,2.6,K10,95,,AMD,False,AM3,True
AMD Phenom II X4 920,66.22389866177362,4,2.8,2.8,K10,125,,AMD,False,AM3,True
AMD Athlon II X2 245e,40.21417890942152,2,2.9,2.9,K10,45,,AMD,False,AM3,True
AMD Athlon II X2 260u,108.88861343804558,2,1.8,1.8,K10,25,,AMD,False,AM3,True
AMD Athlon II X4 610e,62.76282840265796,4,2.4,2.4,K10,45,,AMD,False,AM3,True
Intel Core 2 Duo E6400,64.39949622824575,2,2.13,2.13,Core,65,,Intel,False,LGA775,True
Intel Core 2 Duo E6420,64.39949622824575,2,2.13,2.13,Core,65,,Intel,False,LGA775,True
Intel Pentium E6500,78.3911471027407,2,2.93,2.93,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E6540,64.39949622824575,2,2.33,2.33,Core,65,,Intel,False,LGA775,True
Intel Core 2 Duo E6700,70.61065875920833,2,2.66,2.66,Core,65,,Intel,False,LGA775,True
Intel Core 2 Duo E6850,64.91595946440177,2,3.0,3.0,Core,65,,Intel,False,LGA775,True
Intel Core 2 Duo E7200,82.06133930999452,2,2.53,2.53,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E8190,74.17496606424226,2,2.66,2.66,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E8400,64.13319182612283,2,3.0,3.0,Wolfdale,65,,Intel,False,LGA775,True
Intel Core i7-940,124.67149621448705,4,2.93,2.93,Nehalem,130,,Intel,False,LGA1156,True
Intel Core 2 Quad Q8400S,118.02935265540985,4,2.66,2.66,Yorkfield,65,,Intel,False,LGA775,True
Intel Core 2 Quad Q9505S,127.87996882949389,4,2.83,2.83,Yorkfield,65,,Intel,False,LGA775,True
Intel Core 2 Quad Q9550S,127.87996882949389,4,2.83,2.83,Yorkfield,65,,Intel,False,LGA775,True
AMD Athlon II X2 265,64.99352155191035,2,3.2,3.2,K10,65,,AMD,False,AM3,True
AMD Phenom II X3 715 Black,34.70955648331881,3,2.8,2.8,K10,95,,AMD,False,AM3,True
Intel Celeron E3500,62.74964597262725,2,2.7,2.7,Wolfdale,65,,Intel,False,LGA775,True
AMD FX-4170,98.01582873061999,4,4.2,4.2,Bulldozer,125,,AMD,False,FM2,True
Intel Celeron G465,56.22686697082831,2,1.9,1.9,Sandy Bridge,35,Intel HD Graphics,Intel,True,LGA1155,True
Intel Pentium G2010,46.614832500921324,2,2.8,2.8,Ivy Bridge,55,Intel HD Graphics,Intel,True,LGA1155,True
Intel Celeron G1830,48.49785662586775,2,2.8,2.8,Haswell,53,Intel HD Graphics,Intel,True,LGA1150,True
Intel Xeon E5-2640,117.33739769755832,6,2.5,3.0,Sandy Bridge,95,,Intel,False,LGA1155,True
Intel Pentium G3440,82.11747692526815,2,3.3,3.3,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,True
AMD Sempron X2 198,68.68892323891754,2,2.5,2.5,Lynx,65,,AMD,False,LGA1156,True
AMD A10-6700T,97.634176320632,4,2.5,3.5,Piledriver,45,Radeon HD 8650D,AMD,True,FM2+,True
AMD A10-6790B,113.30937259971601,4,4.0,4.0,Piledriver,100,Radeon HD 8670D,AMD,True,FM2+,True
AMD A10-7850K,116.98614818944971,4,3.7,4.0,Steamroller,95,Radeon R7 (on-die),AMD,True,FM2+,True
AMD A4-6320,69.66057103374844,2,3.8,4.0,Piledriver,65,Radeon HD 8370D,AMD,True,FM2+,True
AMD A4-3450,51.76543337222356,2,2.9,2.9,Lynx,65,,AMD,False,LGA1156,True
AMD A4-3420,50.93854167367963,2,2.8,2.8,Lynx,65,Radeon HD 6410D,AMD,True,LGA1156,True
AMD FX-4150,112.92667834279902,4,4.0,4.1,Bulldozer,125,,AMD,False,FM2,True
AMD FX-6130,133.34853519487112,6,3.6,3.9,Bulldozer,125,,AMD,False,FM2,True
AMD FX-8140,144.79789012469863,8,3.2,4.1,Bulldozer,95,,AMD,False,FM2,True
AMD Athlon II X2 221,51.647910924805174,2,2.8,2.8,Lynx,65,,AMD,False,LGA1156,True
AMD Athlon II X4 638,92.33457078411537,4,2.7,2.7,Lynx,65,,AMD,False,LGA1156,True
Intel Core i3-4360T,79.47664010129444,2,3.2,3.2,Haswell Refresh,35,Intel HD Graphics 4600,Intel,True,LGA1150,True
Intel Pentium G4400,85.17113038632817,2,3.3,3.3,Skylake,54,Intel HD Graphics 510,Intel,True,LGA1151,True
Intel Xeon E3-1240 V6,278.25326028432477,4,3.7,4.1,Kaby Lake,72,,Intel,False,LGA1151,True
Intel Xeon E3-1275 V6,495.4,4,3.8,4.2,Kaby Lake,73,Intel HD Graphics P630,Intel,True,LGA1151,False
